,id,name,normalized_name,gender
1647,1682,Enemy Soldier #1,enemy soldier 1,n
1648,1683,Enemy Soldier #2,enemy soldier 2,n
1649,1684,Soldier #3,soldier 3,n
1650,1685,Soldier #4,soldier 4,n
1651,1686,Ring Girl,ring girl,n
1652,1687,Tape Recorder,tape recorder,n
1653,1688,Tutor,tutor,n
1654,1689,Onlooker #1,onlooker 1,n
1655,1690,Opponent #1,opponent 1,n
1656,1691,Opponent #2,opponent 2,n
1657,1692,Opponent #3,opponent 3,n
1658,1693,Parents,parents,n
1659,1694,Tiny Student,tiny student,n
1660,1695,All Students,all students,n
1661,1696,Old Jazz Musician,old jazz musician,n
1662,1697,Store Clerk,store clerk,n
1663,1698,Rudi,rudi,n
1664,1699,Bart Butterfly,bart butterfly,n
1665,1700,Lion's Head,lions head,n
1666,1701,Darth,darth,n
1667,1702,Black Man,black man,n
1668,1703,Shill,shill,n
1669,1704,News Vendor,news vendor,n
1670,1705,Psychotic Guy,psychotic guy,n
1671,1706,Hairdresser,hairdresser,n
1672,1707,Players,players,n
1673,1708,Sinister Man,sinister man,n
1674,1709,Henchman,henchman,n
1675,1710,1st Tourist,1st tourist,n
1676,1711,2nd Tourist,2nd tourist,n
1677,1712,Outfielder,outfielder,n
1678,1713,Shelby,shelby,n
1679,1714,Backpack Kid,backpack kid,n
1680,1715,Shelbyville Kids,shelbyville kids,n
1681,1716,Springfield,springfield,n
1682,1717,Shelbyville,shelbyville,n
1683,1718,Tough Kid,tough kid,n
1684,1719,Dads,dads,n
1685,1720,Bigger Kid,bigger kid,n
1686,1721,1st Kid,1st kid,n
1687,1722,2nd Kid,2nd kid,n
1688,1723,Gas Station Attendant,gas station attendant,n
1689,1724,Second Customer,second customer,n
1690,1725,Shelbyvillers,shelbyvillers,n
1691,1726,Groundskeeper Wilma,groundskeeper wilma,n
1692,1727,Tow Truck Man,tow truck man,n
1693,1728,Shelbyville Grampa,shelbyville grampa,n
1694,1729,Prendergast,prendergast,n
1695,1730,Guillermo,guillermo,n
1696,1731,Tito Puente,tito puente,n
1697,1732,High School Student,high school student,n
1698,1733,Roughneck,roughneck,n
1699,1734,Veterinarian,veterinarian,n
1700,1735,Nelson's Parrot,nelsons parrot,n
1701,1736,All Teachers,all teachers,n
1702,1737,Male Inspector,male inspector,n
1703,1738,Female Inspector,female inspector,n
1704,1739,Other Old People,other old people,n
1705,1740,Imaginary Burns #1,imaginary burns 1,n
1706,1741,Imaginary Burns #2,imaginary burns 2,n
1707,1742,Imaginary Burns #3,imaginary burns 3,n
1708,1743,Ten Imaginary Burnses,ten imaginary burnses,n
1709,1744,Elderly Guard,elderly guard,n
1710,1745,Smithers's Brain,smitherss brain,n
1711,1746,SUPER-VILLAIN,super-villain,n
1712,1747,Teenage Employee,teenage employee,n
1713,1748,Pigeon,pigeon,n
1714,1749,Police Dispatcher,police dispatcher,n
1715,1750,Old Board Member,old board member,n
1716,1752,Scoutmaster,scoutmaster,n
1717,1753,Different Announcers,different announcers,n
1718,1754,Casting Lady,casting lady,n
1719,1755,Teamster,teamster,n
1720,1756,Dialogue Coach,dialogue coach,n
1721,1758,Movie Prop Guy,movie prop guy,n
1722,1759,Estonian Dwarf,estonian dwarf,n
1723,1760,Prop Guy,prop guy,n
1724,1761,Editor,editor,n
1725,1762,Spirograph Man,spirograph man,n
1726,1763,Mickey Rooney,mickey rooney,n
1727,1764,Helicopter Pilot,helicopter pilot,n
1728,1765,SHALLOW-LOOKING HOLLYWOODITE,shallow-looking hollywoodite,n
1729,1766,Bentley Salesman,bentley salesman,n
1730,1767,Head Lice,head lice,n
1731,1768,Bully Girls,bully girls,n
1732,1769,Old Mafia Guy,old mafia guy,n
1733,1771,Officer Noble,officer noble,n
1734,1772,FROM SPEAKER,from speaker,n
1735,1773,Father In Burlap Sack,father in burlap sack,n
1736,1774,Crow,crow,n
1737,1775,Pre-Teen Hibbert Kid,pre-teen hibbert kid,n
1738,1776,Little Hibbert Girl,little hibbert girl,n
1739,1777,Teenage Hibbert Boy,teenage hibbert boy,n
1740,1778,Barney-Shaped Form,barney-shaped form,n
1741,1779,Jinglers,jinglers,n
1742,1780,SHERRI/TERRI/THEIR SOULS,sherriterritheir souls,n
1743,1781,NELSON/HIS SOUL,nelsonhis soul,n
1744,1782,MARTIN'S SOUL,martins soul,n
1745,1783,Unctuous Waiter,unctuous waiter,n
1746,1784,Figure,figure,n
1747,1785,SHERRI/TERRI,sherriterri,n
1748,1786,VERY CUTE LITTLE GIRL,very cute little girl,n
1749,1787,Raving Derelict,raving derelict,n
1750,1788,Nana Van Houten,nana van houten,n
1751,1789,Wolf,wolf,n
1752,1790,Pigs,pigs,n
1753,1791,Papa Bear,papa bear,n
1754,1792,Mama Bear,mama bear,n
1755,1793,Baby Bear,baby bear,n
1756,1794,Mother Goose,mother goose,n
1757,1795,100 Flanderses,100 flanderses,n
1758,1796,Jose Flanders,jose flanders,n
1759,1797,Thistlewick Flanders,thistlewick flanders,n
1760,1798,Lamb,lamb,n
1761,1799,MS. HOOVER,ms hoover,n
1762,1800,Worm,worm,n
1763,1801,Child Voice,child voice,n
1764,1802,Linda McCartney,linda mccartney,n
1765,1803,Paul McCartney,paul mccartney,n
1766,1804,Lard Lad,lard lad,n
1767,1805,College Students,college students,n
1768,1806,Store Owner,store owner,n
1769,1807,Mr. Van Brunt,mr van brunt,n
1770,1808,Paul Anka,paul anka,n
1771,1809,Kindergarten Kids,kindergarten kids,n
1772,1810,All Parents,all parents,n
1773,1811,Homer's Mouth,homers mouth,n
1774,1812,Muscular Guy,muscular guy,n
1775,1813,Glamorous Woman,glamorous woman,n
1776,1814,Rugged Man,rugged man,n
1777,1815,Moviegoer,moviegoer,n
1778,1816,Ice Cream Man,ice cream man,n
1779,1817,Worker #3,worker 3,n
1780,1818,Line Man,line man,n
1781,1819,County Clerk,county clerk,n
1782,1820,Grave-digger,grave-digger,n
1783,1821,Howard Cosell,howard cosell,n
1784,1822,Protestors,protestors,n
1785,1823,Student Wiggum,student wiggum,n
1786,1824,Dennis Hopper,dennis hopper,n
1787,1825,Postal Clerk,postal clerk,n
1788,1826,Postal Clerk #2,postal clerk 2,n
1789,1827,Van Driver,van driver,n
1790,1828,Enraged Prisoner,enraged prisoner,n
1791,1829,Teenage Girl,teenage girl,n
1792,1830,Tv Audience,tv audience,n
1793,1831,AIRMAN AT THE GATE,airman at the gate,n
1794,1832,Very Normal Prisoner,very normal prisoner,n
1795,1833,Another Prisoner,another prisoner,n
1796,1834,Airman Tour Guide,airman tour guide,n
1797,1835,M.P.,mp,n
1798,1836,ENTIRE AUDIENCE,entire audience,n
1799,1837,Loudspeaker,loudspeaker,n
1800,1838,Airman At Gate,airman at gate,n
1801,1839,Airman With Pistol,airman with pistol,n
1802,1840,Airman In Tank,airman in tank,n
1803,1841,Matt Groening,matt groening,n
1804,1842,Network Executive #1,network executive 1,n
1805,1843,Network Executive #2,network executive 2,n
1807,1844,Supervillain,supervillain,n
1808,1845,Bont,bont,n
1809,1846,Indian Woman,indian woman,n
1810,1847,Bare-chested Man,bare-chested man,n
1811,1848,Richard Simmons Robot,richard simmons robot,n
1812,1849,Carolers,carolers,n
1813,1850,Rich Suburban Mom,rich suburban mom,n
1814,1851,SPOILED LITTLE BOY,spoiled little boy,n
1815,1852,Gavin,gavin,n
1816,1853,Mario,mario,n
1817,1854,Mario #2,mario 2,n
1818,1855,Donkey Kong,donkey kong,n
1819,1856,Lee Carvallo,lee carvallo,n
1820,1857,Sonic the Hedgehog,sonic the hedgehog,n
1821,1859,Answering Machine,answering machine,n
1822,1860,Mangy Santa,mangy santa,n
1823,1861,Quimby #2,quimby 2,n
1824,1862,Quimbys,quimbys,n
1825,1863,Bowling Clerk,bowling clerk,n
1826,1864,Nurselady Doris,nurselady doris,n
1827,1865,Sportscaster #2,sportscaster 2,n
1828,1866,Guy In Crowd,guy in crowd,n
1829,1869,GEORGE BUSH & FLANDERS,george bush flanders,n
1830,1870,Teenage Kid,teenage kid,n
1831,1871,HOMER AND BART,homer and bart,n
1832,1872,Elks,elks,n
1833,1873,GORBACHEV,gorbachev,n
1834,1874,Gerald Ford,gerald ford,n
1835,1877,Simpsons,simpsons,n
1836,1878,Women,women,n
1837,1879,Dorothy Parker-ish Socialite,dorothy parker-ish socialite,n
1838,1880,Patricia,patricia,n
1839,1881,Roberta,roberta,n
1840,1882,Brittany Brockman,brittany brockman,n
1841,1883,Tom Kite,tom kite,n
1842,1884,Saleslady,saleslady,n
1843,1885,Mr. Dewey,mr dewey,n
1844,1886,Bank Employee,bank employee,n
1845,1887,Teller #2,teller 2,n
1846,1888,Cayman Islands Bank Guy,cayman islands bank guy,n
1847,1889,Chief Agent,chief agent,n
1848,1890,2ND IRS AGENT,2nd irs agent,n
1849,1891,Phone Bid Taker,phone bid taker,n
1850,1892,Man's Voice,mans voice,n
1851,1893,Bob Newhart,bob newhart,n
1852,1894,GLOBAL POSITIONING SYSTEM,global positioning system,n
1853,1895,Pioneers,pioneers,n
1854,1896,Troy-jebediah,troy-jebediah,n
1855,1897,Fatherly Pioneer,fatherly pioneer,n
1856,1898,Mechanical Voice,mechanical voice,n
1857,1900,Committee Members,committee members,n
1858,1901,Sprüngfeld,sprüngfeld,n
1859,1902,Betsy Ross,betsy ross,n
1860,1903,Corporate Type,corporate type,n
1861,1904,Skull,skull,n
1862,1905,Sharpshooter,sharpshooter,n
1863,1906,Employees,employees,n
1864,1907,Mrs. Burns,mrs burns,n
1865,1908,Middle-aged Man,middle-aged man,n
1866,1909,Brinkley,brinkley,n
1867,1910,Suzanne Somers,suzanne somers,n
1868,1913,Courtroom Spectators,courtroom spectators,n
1869,1914,Amendment,amendment,n
1870,1915,Congressman,congressman,n
1871,1916,Mob Of Amendments,mob of amendments,n
1872,1917,Crazy Amendment,crazy amendment,n
1873,1918,Lester,lester,n
1874,1919,Miss Piggy,miss piggy,n
1875,1920,Sir Kermit,sir kermit,n
1876,1921,Paparazzo,paparazzo,n
1877,1922,PHONE VOICE,phone voice,n
1878,1924,Diners,diners,n
1879,1925,Obnoxious Diner,obnoxious diner,n
1880,1926,TROY/ONSCREEN TROY,troyonscreen troy,n
1881,1927,Male Co-host,male co-host,n
1882,1928,Female Co-host,female co-host,n
1883,1929,Ape,ape,n
1884,1930,Ape #2,ape 2,n
1885,1931,Chorus Of Ape Elders,chorus of ape elders,n
1886,1932,Ape Nurse,ape nurse,n
1887,1933,Dr. Zaius,dr zaius,n
1888,1934,Jub-Jub,jub-jub,n
1889,1935,Ticketing Agent,ticketing agent,n
1890,1936,Crackerman,crackerman,n
1891,1937,Other Traders,other traders,n
1892,1938,Angry Dad,angry dad,n
1893,1939,Deranged-looking Hitchhiker,deranged-looking hitchhiker,n
1894,1940,Andy Williams,andy williams,n
1895,1941,Commanding-voiced Man,commanding-voiced man,n
1896,1942,Proprietor,proprietor,n
1897,1943,Al Gore Doll,al gore doll,n
1898,1944,Pawn Shop Clerk,pawn shop clerk,n
1899,1945,Chinese Doctor,chinese doctor,n
1900,1946,Oak Ridge Engineer,oak ridge engineer,n
1901,1947,Review Board Members,review board members,n
1902,1948,Review Board Chairman,review board chairman,n
1910,1949,Señora Bumblebee Man,señora bumblebee man,n
1911,1950,Twangy Singers,twangy singers,n
1912,1951,Very Tall Man,very tall man,n
1913,1952,Grampa Van Houten,grampa van houten,n
1914,1953,Judge Grandfather,judge grandfather,n
1915,1954,VIDAL,vidal,n
1916,1955,Voice On Intercom,voice on intercom,n
1917,1956,Phony Homer,phony homer,n
1918,1957,Phony Marge,phony marge,n
1919,1958,Iggy Wiggum,iggy wiggum,n
1920,1959,Sheldon Skinner,sheldon skinner,n
1921,1960,Arnie Gumble,arnie gumble,n
1922,1961,Ox,ox,n
1923,1962,Platoon,platoon,n
1924,1963,Etch,etch,n
1925,1964,ROD/TODD,rodtodd,n
1926,1965,State Dept. Man #1,state dept man 1,n
1927,1966,State Dept. Man #2,state dept man 2,n
1928,1967,Von Wörtzenburger,von wörtzenburger,n
1929,1968,VON WÖRTZENURGER,von wÖrtzenurger,n
1930,1969,GREAT GRAMPA,great grampa,n
1931,1970,Great Grampa Simpson,great grampa simpson,n
1932,1971,GREAT GRAMMA SIMPSON,great gramma simpson,n
1933,1972,Apu's Father,apus father,n
1934,1973,Apu's Mother,apus mother,n
1935,1974,Young Apu,young apu,n
1936,1976,Young Frink,young frink,n
1937,1977,Tom Cruise,tom cruise,n
1938,1978,Nicole Kidman,nicole kidman,n
1939,1979,I.N.S. AGENT,ins agent,n
1940,1980,Radio,radio,n
1941,1981,Sales Teen,sales teen,n
1942,1982,First Cool Guy,first cool guy,n
1943,1983,All Other Guys,all other guys,n
1944,1984,Second Girl,second girl,n
1945,1985,Ticket,ticket,n
1946,1986,Blockhead,blockhead,n
1947,1987,B-Real,b-real,n
1948,1988,Sales Kid,sales kid,n
1949,1989,Sour Kid,sour kid,n
1950,1990,Many Kids,many kids,n
1951,1991,Sour Kid #2,sour kid 2,n
1952,1992,Sour Girl,sour girl,n
1953,1993,Peter Frampton,peter frampton,n
1954,1994,Billy Corgan,billy corgan,n
1955,1995,Sonic Youth,sonic youth,n
1956,1996,Cypress Hill,cypress hill,n
1957,1997,Smashing Pumpkins,smashing pumpkins,n
1958,1998,First Gen-x Kid,first gen-x kid,n
1959,1999,Second Gen-x Kid,second gen-x kid,n
1960,2001,Jimmy Chamberlin,jimmy chamberlin,n
1961,2002,James Iha,james iha,n
1962,2003,DJ Muggs,dj muggs,n
1963,2004,London Orchestra Guy,london orchestra guy,n
1964,2005,FRAMPTON'S GUITAR,framptons guitar,n
1965,2006,Otto's Left Shoe,ottos left shoe,n
1966,2007,Otto's Right Shoe,ottos right shoe,n
1967,2008,Thurston Moore,thurston moore,n
1968,2009,Steve Shelley,steve shelley,n
1969,2010,Lee Ranaldo,lee ranaldo,n
1970,2011,Kim Gordon,kim gordon,n
1971,2012,Sen-Dog,sen-dog,n
1972,2013,Ice Cream Truck Supervisor,ice cream truck supervisor,n
1973,2014,Nerdy Girl,nerdy girl,n
1974,2015,OTHER NERDY GIRL,other nerdy girl,n
1975,2016,Pippi Longstocking,pippi longstocking,n
1976,2017,Eustace Tilley,eustace tilley,n
1977,2018,Alice,alice,n
1978,2019,COOL KID VOICE,cool kid voice,n
1979,2020,COOL GIRL VOICE,cool girl voice,n
1980,2021,Rick,rick,n
1981,2022,Erin,erin,n
1982,2023,Apu II,apu ii,n
1983,2024,Something,something,n
1984,2025,"Hulking, Shambling Figure",hulking shambling figure,n
1985,2026,Hugo,hugo,n
1986,2027,Prof. Mini-Frink,prof mini-frink,n
1987,2028,Notable,notable,n
1988,2029,Fat Man,fat man,n
1989,2030,Dole,dole,n
1990,2031,Committee Staff,committee staff,n
1991,2032,Clinton,clinton,n
1992,2033,KODOS-CLINTON,kodos-clinton,n
1993,2034,KANG-DOLE,kang-dole,n
1994,2035,Spokesman,spokesman,n
1995,2036,SECRET SERVICEMAN,secret serviceman,n
1996,2037,Man In Crowd,man in crowd,n
1997,2038,Alien Crier,alien crier,n
1998,2039,Businesswoman,businesswoman,n
1999,2041,Technicians,technicians,n
2000,2042,Student In Sunglasses,student in sunglasses,n
2001,2043,Milhouse,milhouse,n
2002,2044,Mr. Doyle,mr doyle,n
2003,2045,Leg-up Kid,leg-up kid,n
2004,2046,2nd Leg-up Kid,2nd leg-up kid,n
2005,2047,3RD LEG-UP KID,3rd leg-up kid,n
2006,2048,Leg-up Teacher,leg-up teacher,n
2007,2049,Rest Of Class,rest of class,n
2008,2050,Mrs. Owl,mrs owl,n
2009,2051,U.N. Member,un member,n
2010,2052,2nd U.N. Member,2nd un member,n
2011,2053,Jumpsuited Guy,jumpsuited guy,n
2012,3001,Duncan,duncan,n
2015,2054,Record/children,recordchildren,n
2016,2055,Computer,computer,n
2017,2056,Messenger,messenger,n
2018,2057,Mall Announcer,mall announcer,n
2019,2058,Indian #1,indian 1,n
2020,2059,Indian #2,indian 2,n
2021,2060,Microchip Voice,microchip voice,n
2022,2061,Jimbo's Dad,jimbos dad,n
2023,2062,Dolph's Dad,dolphs dad,n
2024,2063,Kearney's Dad,kearneys dad,n
2025,2064,LUCIUS,lucius,n
2026,2066,Prisoners,prisoners,n
2027,2067,Questioner #1,questioner 1,n
2028,2068,Questioner #2,questioner 2,n
2029,2069,Questioner #3,questioner 3,n
2030,2070,PAROLE BOARD MEMBERS,parole board members,n
2031,2071,T-shirt Vendor,t-shirt vendor,n
2032,2072,Michael Buffer,michael buffer,n
2033,2073,Fan Man,fan man,n
2034,2074,Park Ranger,park ranger,n
2035,2075,Tour Group,tour group,n
2036,2076,Old Preppie,old preppie,n
2037,2077,Willy Loman,willy loman,n
2038,2078,Wealthy Dowager,wealthy dowager,n
2039,2079,Male Admissions Officer,male admissions officer,n
2040,2080,Female Admissions Officer,female admissions officer,n
2041,2081,Costume Shop Clerk,costume shop clerk,n
2042,2082,Child's Voice,childs voice,n
2043,2083,Simulated Homer,simulated homer,n
2044,2084,Starlet,starlet,n
2045,2085,Sports Announcer,sports announcer,n
2046,2086,Dancer #1,dancer 1,n
2047,2088,Rusty,rusty,n
2048,2089,Bernice Hibbert,bernice hibbert,n
2049,2090,Dancer #2,dancer 2,n
2050,2091,BELLE/DANCERS,belledancers,n
2051,2092,Townsmen Chorus,townsmen chorus,n
2052,2093,Marge's Dummy,marges dummy,n
2053,2094,Hibbert Family,hibbert family,n
2054,2095,"Kearney, Jr.",kearney jr,n
2055,2096,Single Man,single man,n
2056,2097,Cracker Executive,cracker executive,n
2057,2098,Chase,chase,n
2058,2099,Starla,starla,n
2059,2100,Flashback Homer,flashback homer,n
2060,2101,Flashback Marge,flashback marge,n
2061,2102,COMBO FRONTMAN,combo frontman,n
2062,2103,Bandmembers,bandmembers,n
2063,2104,Homer's Recording,homers recording,n
2064,2105,Milhouse's Thoughts,milhouses thoughts,n
2065,2106,Paramedic,paramedic,n
2066,2107,Nelson's Brain,nelsons brain,n
2067,2108,National Guardsman,national guardsman,n
2068,2109,Main Title Singers,main title singers,n
2069,2110,Prison Officials,prison officials,n
2070,2111,Citizens,citizens,n
2071,2112,Older Nurse,older nurse,n
2072,2114,Young Ned,young ned,n
2073,2115,Young Dr. Foster,young dr foster,n
2074,2116,"Nedward Flanders, Sr.",nedward flanders sr,n
2075,2117,Mona Flanders,mona flanders,n
2076,2118,Crazy Man,crazy man,n
2077,2119,Jay Sherman,jay sherman,n
2078,2120,Various Onlookers,various onlookers,n
2079,2121,Coyote,coyote,n
2080,2122,Furniture Salesman,furniture salesman,n
2081,2123,First Mate,first mate,n
2082,2124,Leonard Nimoy,leonard nimoy,n
2083,2125,Video Arcade Man,video arcade man,n
2084,2126,Kevin Costner Voice,kevin costner voice,n
2085,2127,Guilty Man,guilty man,n
2086,2128,Fox Mulder,fox mulder,n
2087,2129,Dana Scully,dana scully,n
2088,2130,Alf,alf,n
2089,2131,MARVIN-THE-MARTIAN-TYPE,marvin-the-martian-type,n
2090,2132,Whale,whale,n
2091,2133,Frog #1,frog 1,n
2092,2134,Frog #2,frog 2,n
2093,2135,Frog #3,frog 3,n
2094,2136,alligator,alligator,n
2095,2137,Hot Dog Stand Guy,hot dog stand guy,n
2096,2138,SMITHERS',smithers,n
2097,2139,NICK RIVIERA,nick riviera,n
2098,2140,Motivational Man,motivational man,n
2099,2141,Picture Man,picture man,n
2100,2142,Pita Saleswoman,pita saleswoman,n
2101,2143,Investorettes,investorettes,n
2102,2144,Frank Ormand,frank ormand,n
2103,2145,1st Sportscaster,1st sportscaster,n
2104,2146,Entire Stadium,entire stadium,n
2105,2147,2nd Sportscaster,2nd sportscaster,n
2106,2148,Mobster,mobster,n
2107,2149,Little Yakuza,little yakuza,n
2108,2150,Yakuza,yakuza,n
2109,2151,1st Panicked Employee,1st panicked employee,n
2110,2152,2nd Panicked Employee,2nd panicked employee,n
2111,2153,Ranger,ranger,n
2112,2154,Smokey Bear,smokey bear,n
2113,2155,Smithers's Echo,smitherss echo,n
2114,2156,John Muir,john muir,n
2115,2157,Drunk Man,drunk man,n
2116,2158,McFadden,mcfadden,n
2119,2159,Mr. Burns's Thoughts,mr burnss thoughts,n
2120,2160,Family,family,n
2121,2161,FORD,ford,n
2122,2162,Older Woman,older woman,n
2123,2163,Elderly Woman,elderly woman,n
2124,2164,Nanny,nanny,n
2125,2166,Fidgety Lieutenant,fidgety lieutenant,n
2126,2167,Quentin Tarantino,quentin tarantino,n
2127,2168,Moderator,moderator,n
2128,2169,Writer #1,writer 1,n
2129,2170,Writer #3,writer 3,n
2130,2171,Writing Staff,writing staff,n
2131,2172,Head Animator,head animator,n
2132,2173,Roy,roy,n
2133,2174,David Cohen,david cohen,n
2134,2175,Sound Engineer,sound engineer,n
2135,2176,June,june,n
2136,2177,Nerd In Audience,nerd in audience,n
2137,2178,Theme Singers,theme singers,n
2138,2179,Very Deep Voice,very deep voice,n
2139,2180,Poochie,poochie,n
2140,2181,Hip Saleswoman,hip saleswoman,n
2141,2182,100 Workers,100 workers,n
2142,2183,Buffed Worker,buffed worker,n
2143,2184,Worker In Crowd,worker in crowd,n
2144,2185,Convicts,convicts,n
2145,2186,Fat Convict,fat convict,n
2146,2188,Sideshow Bob's Brain,sideshow bobs brain,n
2147,2189,1986 Cecil,1986 cecil,n
2148,2190,1986 BOB,1986 bob,n
2149,2191,1986 Krusty,1986 krusty,n
2150,2192,EVERYONE BUT BOB AND CECIL,everyone but bob and cecil,n
2151,2193,Cousin Merl,cousin merl,n
2152,2194,Man In Lower Outhouse,man in lower outhouse,n
2153,2195,Comedy Nurse,comedy nurse,n
2154,2196,Distressed Yuppie,distressed yuppie,n
2155,2197,Young Italian Man #1,young italian man 1,n
2156,2198,Limo Driver,limo driver,n
2157,2199,Emergency Operator,emergency operator,n
2158,2200,Irish Cops,irish cops,n
2159,2201,Drunken Revelers,drunken revelers,n
2160,2202,Shocked Old Woman,shocked old woman,n
2161,2203,Bar Crowd,bar crowd,n
2162,2204,Temperance Women,temperance women,n
2163,2205,Very Old Clerk,very old clerk,n
2164,2206,Councilmen,councilmen,n
2165,2207,Head Of Duff,head of duff,n
2166,2208,Quimby's Aide,quimbys aide,n
2167,2210,"HOMER, MARGE AND BART",homer marge and bart,n
2168,2211,Helpful Clerk,helpful clerk,n
2169,2212,Voice In Crowd,voice in crowd,n
2170,2213,Magician,magician,n
2171,2214,Cafeteria Worker,cafeteria worker,n
2172,2215,Computerized Japanese Voice,computerized japanese voice,n
2173,2216,Laddie,laddie,n
2174,2217,Credit Representative,credit representative,n
2175,2218,Repo Goon #2,repo goon 2,n
2176,2219,Heiress,heiress,n
2177,2220,Lumley,lumley,n
2178,2221,Distant Voice,distant voice,n
2179,2222,FIRE-STOKER,fire-stoker,n
2180,2223,Tommy,tommy,n
2181,2224,Mitchell,mitchell,n
2182,2225,Stockbroker,stockbroker,n
2183,2226,ADVISORS & SMITHERS,advisors smithers,n
2184,2227,Real Estate Agent,real estate agent,n
2185,2228,"Bret ""The Hitman"" Hart",bret the hitman hart,n
2186,2229,Shrieking Sheik,shrieking sheik,n
2187,2230,Activity Coordinator,activity coordinator,n
2188,2231,Female Resident,female resident,n
2189,2232,Male Resident,male resident,n
2190,2233,Several Residents,several residents,n
2191,2234,Hospital Intercom,hospital intercom,n
2192,2235,Test Blast Announcer,test blast announcer,n
2193,2236,Nearby Patient,nearby patient,n
2194,2237,P.A. SYSTEM,pa system,n
2195,2238,Young Flanders,young flanders,n
2196,2239,Young Lovejoy,young lovejoy,n
2197,2240,Japanese Worker #1,japanese worker 1,n
2198,2241,St. Eleutherius,st eleutherius,n
2199,2242,St. Bartholomew,st bartholomew,n
2200,2243,St. Lucian,st lucian,n
2201,2244,St. Donickus,st donickus,n
2202,2245,Japanese Businessman,japanese businessman,n
2203,2246,Mr. Sparkle,mr sparkle,n
2204,2247,UNDERWATER GIRLS #1 & #2,underwater girls 1 2,n
2205,2248,UNDERWATER GIRL #3,underwater girl 3,n
2206,2249,Sumo Wrestlers,sumo wrestlers,n
2207,2250,Japanese Announcer,japanese announcer,n
2208,2251,Donny,donny,n
2209,2252,Baboon,baboon,n
2210,2253,Japanese Tourist,japanese tourist,n
2211,2254,Zookeeper,zookeeper,n
2212,2255,Baboons,baboons,n
2213,2257,City Employee,city employee,n
2214,2258,Portly Chef,portly chef,n
2215,2259,Big Daddy,big daddy,n
2216,2260,Scary Huge-headed Figure,scary huge-headed figure,n
2217,2261,Betty,betty,n
2221,2262,BETTY & MOE,betty moe,n
2222,2263,MOE & BETTY,moe betty,n
2223,2264,Tim Conway,tim conway,n
2224,2265,Ozmodiar,ozmodiar,n
2225,2266,OSMODIAR AND TROY,osmodiar and troy,n
2226,2267,Adlai Stevenson,adlai stevenson,n
2227,2268,Parrots,parrots,n
2228,2270,Cadet,cadet,n
2229,2271,Cadet Larsen,cadet larsen,n
2230,2272,Cadet Franklin,cadet franklin,n
2231,2273,Cadet Platt,cadet platt,n
2232,2274,Cadets,cadets,n
2233,2275,CADET ANDERSEN,cadet andersen,n
2234,2276,Cadet Anderson,cadet anderson,n
2235,2278,Cheerleaders,cheerleaders,n
2236,2279,Hasidic Man,hasidic man,n
2237,2280,Immigrants,immigrants,n
2238,2281,OFFICE WORKER IN TOWER ONE,office worker in tower one,n
2239,2282,OFFICE WORKER IN TOWER TWO,office worker in tower two,n
2240,2283,Undershirt Guy,undershirt guy,n
2241,2284,Dmv Recording,dmv recording,n
2242,2285,Gruff Voice,gruff voice,n
2243,2286,Crazy Guy,crazy guy,n
2244,2287,Fireworks Vendor,fireworks vendor,n
2245,2288,Society Matron,society matron,n
2246,2289,Alfred E. Neuman,alfred e neuman,n
2247,2290,Angry Cab Driver,angry cab driver,n
2248,2291,Bike Messenger,bike messenger,n
2249,2292,Song On Radio,song on radio,n
2250,2293,Jury Member #1,jury member 1,n
2251,2294,Jury Member #2,jury member 2,n
2252,2295,Jury Chorus,jury chorus,n
2253,2296,Mr. Cleary,mr cleary,n
2254,2297,Staff/patients,staffpatients,n
2255,2298,Construction Worker,construction worker,n
2256,2299,Picnickers,picnickers,n
2257,2300,Carriage Driver,carriage driver,n
2258,2301,Student Choir,student choir,n
2259,2302,Stranger,stranger,n
2260,2305,Young Armin,young armin,n
2261,2306,Frog,frog,n
2262,2307,Krusty,krusty,n
2263,2308,Asian Boy,asian boy,n
2264,2309,Young Barney,young barney,n
2265,2310,Little Girls,little girls,n
2266,2311,Headmistress,headmistress,n
2267,2312,Man At Bar,man at bar,n
2268,2313,French President,french president,n
2269,2314,Mutant Sideshow Mel,mutant sideshow mel,n
2270,2315,Mutant Dr. Hibbert,mutant dr hibbert,n
2271,2316,Mutant Moe,mutant moe,n
2272,2317,Mutant Skinner,mutant skinner,n
2273,2318,Mutant Burns,mutant burns,n
2274,2319,Mutant Lenny,mutant lenny,n
2275,2320,Mutants,mutants,n
2276,2321,Mutant Wiggum,mutant wiggum,n
2277,2322,MUTANT FLANDERS,mutant flanders,n
2278,2323,MUTANT MEL/SKINNER/MOE/BURNS/WIGGUM,mutant melskinnermoeburnswiggum,n
2279,2324,Creature,creature,n
2280,2325,Fly-head,fly-head,n
2281,2326,Governor Quimby,governor quimby,n
2282,2327,Constable Wiggum,constable wiggum,n
2283,2328,Goodman Skinner,goodman skinner,n
2284,2329,Goodman Flanders,goodman flanders,n
2285,2330,Pastor Lovejoy,pastor lovejoy,n
2286,2331,Goodman Moe,goodman moe,n
2287,2332,Goody Krabappel,goody krabappel,n
2288,2333,Goodman Lenny,goodman lenny,n
2289,2334,Snowman Eddie,snowman eddie,n
2290,2335,Princess Lou,princess lou,n
2291,2336,Goody Maude,goody maude,n
2292,2337,Pelé,pelé,n
